Description,Value,Date,ID
Inventarios corrientes,103748.308,2017-09-30,ENTEL
Activos biológicos corrientes,0.0,2017-09-30,ENTEL
"Activos por impuestos corrientes, corrientes",108462.179,2017-09-30,ENTEL
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,717664.448,2017-09-30,ENTEL
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2017-09-30,ENTEL
Activos corrientes totales,717664.448,2017-09-30,ENTEL
Otros activos financieros no corrientes,60957.846,2017-09-30,ENTEL
Otros activos no financieros no corrientes,5651.247,2017-09-30,ENTEL
Cuentas por cobrar no corrientes,6975.07,2017-09-30,ENTEL
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2017-09-30,ENTEL
"Inventarios, no corrientes",0.0,2017-09-30,ENTEL
Inversiones contabilizadas utilizando el método de la participación,0.0,2017-09-30,ENTEL
Activos intangibles distintos de la plusvalía,310037.423,2017-09-30,ENTEL
Plusvalía,47146.002,2017-09-30,ENTEL
"Propiedades, planta y equipo",1850630.861,2017-09-30,ENTEL
Activos biológicos no corrientes,0.0,2017-09-30,ENTEL
Propiedad de inversión,0.0,2017-09-30,ENTEL
"Activos por impuestos corrientes, no corrientes",107676.008,2017-09-30,ENTEL
Activos por impuestos diferidos,410052.967,2017-09-30,ENTEL
Total de activos no corrientes,2799127.424,2017-09-30,ENTEL
Total de activos,3516791.872,2017-09-30,ENTEL
Otros pasivos financieros corrientes,32002.089,2017-09-30,ENTEL
Cuentas por pagar comerciales y otras cuentas por pagar,487163.419,2017-09-30,ENTEL
"Cuentas por pagar a entidades relacionadas, corrientes",0.0,2017-09-30,ENTEL
Otras provisiones a corto plazo,6379.376,2017-09-30,ENTEL
"Pasivos por impuestos corrientes, corrientes",244.136,2017-09-30,ENTEL
Provisiones corrientes por beneficios a los empleados,0.0,2017-09-30,ENTEL
Otros pasivos no financieros corrientes,32334.09,2017-09-30,ENTEL
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,558123.11,2017-09-30,ENTEL
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2017-09-30,ENTEL
Pasivos corrientes totales,558123.11,2017-09-30,ENTEL
Otros pasivos financieros no corrientes,1620933.312,2017-09-30,ENTEL
Cuentas por pagar no corrientes,0.0,2017-09-30,ENTEL
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2017-09-30,ENTEL
Otras provisiones a largo plazo,35978.762,2017-09-30,ENTEL
Pasivo por impuestos diferidos,16806.007,2017-09-30,ENTEL
"Pasivos por impuestos corrientes, no corrientes",0.0,2017-09-30,ENTEL
Provisiones no corrientes por beneficios a los empleados,10196.859,2017-09-30,ENTEL
Otros pasivos no financieros no corrientes,6735.596,2017-09-30,ENTEL
Total de pasivos no corrientes,1690650.536,2017-09-30,ENTEL
Total de pasivos,2248773.646,2017-09-30,ENTEL
Capital emitido,874846.615,2017-09-30,ENTEL
Ganancias (pérdidas) acumuladas,479843.175,2017-09-30,ENTEL
Prima de emisión,0.0,2017-09-30,ENTEL
Acciones propias en cartera,0.0,2017-09-30,ENTEL
Otras participaciones en el patrimonio,0.0,2017-09-30,ENTEL
Otras reservas,-86671.564,2017-09-30,ENTEL
Patrimonio atribuible a los propietarios de la controladora,1268018.226,2017-09-30,ENTEL
Participaciones no controladoras,0.0,2017-09-30,ENTEL
Patrimonio total,1268018.226,2017-09-30,ENTEL
Total de patrimonio y pasivos,3516791.872,2017-09-30,ENTEL
Efectivo y equivalentes al efectivo,145646.465,2017-12-31,ENTEL
Otros activos financieros corrientes,2118.672,2017-12-31,ENTEL
Otros activos no financieros corrientes,33994.053,2017-12-31,ENTEL
Deudores comerciales y otras cuentas por cobrar corrientes,346455.962,2017-12-31,ENTEL
"Cuentas por cobrar a entidades relacionadas, corrientes",414.501,2017-12-31,ENTEL
Inventarios corrientes,96928.834,2017-12-31,ENTEL
Activos biológicos corrientes,0.0,2017-12-31,ENTEL
"Activos por impuestos corrientes, corrientes",119387.441,2017-12-31,ENTEL
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,744945.928,2017-12-31,ENTEL
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2017-12-31,ENTEL
Activos corrientes totales,744945.928,2017-12-31,ENTEL
Otros activos financieros no corrientes,36517.409,2017-12-31,ENTEL
Otros activos no financieros no corrientes,5897.875,2017-12-31,ENTEL
Cuentas por cobrar no corrientes,5140.856,2017-12-31,ENTEL
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2017-12-31,ENTEL
"Inventarios, no corrientes",0.0,2017-12-31,ENTEL
Inversiones contabilizadas utilizando el método de la participación,0.0,2017-12-31,ENTEL
Activos intangibles distintos de la plusvalía,298921.432,2017-12-31,ENTEL
Plusvalía,47109.078,2017-12-31,ENTEL
"Propiedades, planta y equipo",1876555.163,2017-12-31,ENTEL
Activos biológicos no corrientes,0.0,2017-12-31,ENTEL
Propiedad de inversión,0.0,2017-12-31,ENTEL
"Activos por impuestos corrientes, no corrientes",111376.114,2017-12-31,ENTEL
Activos por impuestos diferidos,402576.318,2017-12-31,ENTEL
Total de activos no corrientes,2784094.245,2017-12-31,ENTEL
Total de activos,3529040.173,2017-12-31,ENTEL
Otros pasivos financieros corrientes,36540.044,2017-12-31,ENTEL
Cuentas por pagar comerciales y otras cuentas por pagar,545150.721,2017-12-31,ENTEL
"Cuentas por pagar a entidades relacionadas, corrientes",0.0,2017-12-31,ENTEL
Otras provisiones a corto plazo,7369.584,2017-12-31,ENTEL
"Pasivos por impuestos corrientes, corrientes",355.884,2017-12-31,ENTEL
Provisiones corrientes por beneficios a los empleados,0.0,2017-12-31,ENTEL
Otros pasivos no financieros corrientes,33988.534,2017-12-31,ENTEL
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,623404.767,2017-12-31,ENTEL
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2017-12-31,ENTEL
Pasivos corrientes totales,623404.767,2017-12-31,ENTEL
Otros pasivos financieros no corrientes,1590913.982,2017-12-31,ENTEL
Cuentas por pagar no corrientes,0.0,2017-12-31,ENTEL
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2017-12-31,ENTEL
Otras provisiones a largo plazo,36481.73,2017-12-31,ENTEL
Pasivo por impuestos diferidos,22032.668,2017-12-31,ENTEL
"Pasivos por impuestos corrientes, no corrientes",0.0,2017-12-31,ENTEL
Provisiones no corrientes por beneficios a los empleados,12171.468,2017-12-31,ENTEL
Otros pasivos no financieros no corrientes,5684.388,2017-12-31,ENTEL
Total de pasivos no corrientes,1667284.236,2017-12-31,ENTEL
Total de pasivos,2290689.003,2017-12-31,ENTEL
Capital emitido,874846.615,2017-12-31,ENTEL
Ganancias (pérdidas) acumuladas,481082.173,2017-12-31,ENTEL
Prima de emisión,0.0,2017-12-31,ENTEL
Acciones propias en cartera,0.0,2017-12-31,ENTEL
Otras participaciones en el patrimonio,0.0,2017-12-31,ENTEL
Otras reservas,-117577.618,2017-12-31,ENTEL
Patrimonio atribuible a los propietarios de la controladora,1238351.17,2017-12-31,ENTEL
Participaciones no controladoras,0.0,2017-12-31,ENTEL
Patrimonio total,1238351.17,2017-12-31,ENTEL
Total de patrimonio y pasivos,3529040.173,2017-12-31,ENTEL
Efectivo y equivalentes al efectivo,49631.282,2018-03-31,ENTEL
Otros activos financieros corrientes,1520.074,2018-03-31,ENTEL
Otros activos no financieros corrientes,97605.274,2018-03-31,ENTEL
Deudores comerciales y otras cuentas por cobrar corrientes,394089.281,2018-03-31,ENTEL
"Cuentas por cobrar a entidades relacionadas, corrientes",286.12,2018-03-31,ENTEL
Inventarios corrientes,100329.379,2018-03-31,ENTEL
Activos biológicos corrientes,0.0,2018-03-31,ENTEL
"Activos por impuestos corrientes, corrientes",143447.668,2018-03-31,ENTEL
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,786909.078,2018-03-31,ENTEL
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2018-03-31,ENTEL
Activos corrientes totales,786909.078,2018-03-31,ENTEL
Otros activos financieros no corrientes,20890.93,2018-03-31,ENTEL
Otros activos no financieros no corrientes,14865.553,2018-03-31,ENTEL
Cuentas por cobrar no corrientes,10327.956,2018-03-31,ENTEL
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2018-03-31,ENTEL
"Inventarios, no corrientes",0.0,2018-03-31,ENTEL
Inversiones contabilizadas utilizando el método de la participación,0.0,2018-03-31,ENTEL
Activos intangibles distintos de la plusvalía,292981.804,2018-03-31,ENTEL
Plusvalía,47093.272,2018-03-31,ENTEL
"Propiedades, planta y equipo",1880226.967,2018-03-31,ENTEL
Activos biológicos no corrientes,0.0,2018-03-31,ENTEL
Propiedad de inversión,0.0,2018-03-31,ENTEL
"Activos por impuestos corrientes, no corrientes",112995.568,2018-03-31,ENTEL
Activos por impuestos diferidos,407796.247,2018-03-31,ENTEL
Total de activos no corrientes,2787178.297,2018-03-31,ENTEL
Total de activos,3574087.375,2018-03-31,ENTEL
Otros pasivos financieros corrientes,38042.867,2018-03-31,ENTEL
Cuentas por pagar comerciales y otras cuentas por pagar,466171.631,2018-03-31,ENTEL
"Cuentas por pagar a entidades relacionadas, corrientes",0.0,2018-03-31,ENTEL
Otras provisiones a corto plazo,7364.771,2018-03-31,ENTEL
"Pasivos por impuestos corrientes, corrientes",1525.25,2018-03-31,ENTEL
Provisiones corrientes por beneficios a los empleados,0.0,2018-03-31,ENTEL
Otros pasivos no financieros corrientes,33502.124,2018-03-31,ENTEL
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,546606.643,2018-03-31,ENTEL
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2018-03-31,ENTEL
Pasivos corrientes totales,546606.643,2018-03-31,ENTEL
Otros pasivos financieros no corrientes,1611138.421,2018-03-31,ENTEL
Cuentas por pagar no corrientes,0.0,2018-03-31,ENTEL
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2018-03-31,ENTEL
Otras provisiones a largo plazo,37054.437,2018-03-31,ENTEL
Pasivo por impuestos diferidos,63295.205,2018-03-31,ENTEL
"Pasivos por impuestos corrientes, no corrientes",0.0,2018-03-31,ENTEL
Provisiones no corrientes por beneficios a los empleados,12323.164,2018-03-31,ENTEL
Otros pasivos no financieros no corrientes,4775.861,2018-03-31,ENTEL
Total de pasivos no corrientes,1728587.088,2018-03-31,ENTEL
Total de pasivos,2275193.731,2018-03-31,ENTEL
Capital emitido,874846.615,2018-03-31,ENTEL
Ganancias (pérdidas) acumuladas,581884.811,2018-03-31,ENTEL
Prima de emisión,0.0,2018-03-31,ENTEL
Acciones propias en cartera,0.0,2018-03-31,ENTEL
Otras participaciones en el patrimonio,0.0,2018-03-31,ENTEL
Otras reservas,-157837.782,2018-03-31,ENTEL
Patrimonio atribuible a los propietarios de la controladora,1298893.644,2018-03-31,ENTEL
Participaciones no controladoras,0.0,2018-03-31,ENTEL
Patrimonio total,1298893.644,2018-03-31,ENTEL
Total de patrimonio y pasivos,3574087.375,2018-03-31,ENTEL
Efectivo y equivalentes al efectivo,32416.123,2018-06-30,ENTEL
Otros activos financieros corrientes,9093.351,2018-06-30,ENTEL
Otros activos no financieros corrientes,98854.311,2018-06-30,ENTEL
Deudores comerciales y otras cuentas por cobrar corrientes,408691.831,2018-06-30,ENTEL
"Cuentas por cobrar a entidades relacionadas, corrientes",404.728,2018-06-30,ENTEL
Inventarios corrientes,109569.695,2018-06-30,ENTEL
Activos biológicos corrientes,0.0,2018-06-30,ENTEL
"Activos por impuestos corrientes, corrientes",73978.867,2018-06-30,ENTEL
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,733008.906,2018-06-30,ENTEL
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2018-06-30,ENTEL
Activos corrientes totales,733008.906,2018-06-30,ENTEL
Otros activos financieros no corrientes,41267.222,2018-06-30,ENTEL
Otros activos no financieros no corrientes,16167.77,2018-06-30,ENTEL
Cuentas por cobrar no corrientes,11048.016,2018-06-30,ENTEL
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2018-06-30,ENTEL
"Inventarios, no corrientes",0.0,2018-06-30,ENTEL
Inversiones contabilizadas utilizando el método de la participación,0.0,2018-06-30,ENTEL
Activos intangibles distintos de la plusvalía,308594.69,2018-06-30,ENTEL
Plusvalía,47164.431,2018-06-30,ENTEL
"Propiedades, planta y equipo",1944974.651,2018-06-30,ENTEL
Activos biológicos no corrientes,0.0,2018-06-30,ENTEL
Propiedad de inversión,0.0,2018-06-30,ENTEL
"Activos por impuestos corrientes, no corrientes",125428.961,2018-06-30,ENTEL
Activos por impuestos diferidos,438085.385,2018-06-30,ENTEL
Total de activos no corrientes,2932731.126,2018-06-30,ENTEL
Total de activos,3665740.032,2018-06-30,ENTEL
Otros pasivos financieros corrientes,21921.352,2018-06-30,ENTEL
Cuentas por pagar comerciales y otras cuentas por pagar,480685.607,2018-06-30,ENTEL
"Cuentas por pagar a entidades relacionadas, corrientes",207.234,2018-06-30,ENTEL
Otras provisiones a corto plazo,7428.712,2018-06-30,ENTEL
"Pasivos por impuestos corrientes, corrientes",1839.489,2018-06-30,ENTEL
Provisiones corrientes por beneficios a los empleados,0.0,2018-06-30,ENTEL
Otros pasivos no financieros corrientes,33115.031,2018-06-30,ENTEL
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,545197.425,2018-06-30,ENTEL
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2018-06-30,ENTEL
Pasivos corrientes totales,545197.425,2018-06-30,ENTEL
Otros pasivos financieros no corrientes,1673030.145,2018-06-30,ENTEL
Cuentas por pagar no corrientes,0.0,2018-06-30,ENTEL
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2018-06-30,ENTEL
Otras provisiones a largo plazo,40677.181,2018-06-30,ENTEL
Pasivo por impuestos diferidos,63441.494,2018-06-30,ENTEL
"Pasivos por impuestos corrientes, no corrientes",0.0,2018-06-30,ENTEL
Provisiones no corrientes por beneficios a los empleados,12336.876,2018-06-30,ENTEL
Otros pasivos no financieros no corrientes,4920.463,2018-06-30,ENTEL
Total de pasivos no corrientes,1794406.159,2018-06-30,ENTEL
Total de pasivos,2339603.584,2018-06-30,ENTEL
Capital emitido,874846.615,2018-06-30,ENTEL
Ganancias (pérdidas) acumuladas,557981.373,2018-06-30,ENTEL
Prima de emisión,0.0,2018-06-30,ENTEL
Acciones propias en cartera,0.0,2018-06-30,ENTEL
Otras participaciones en el patrimonio,0.0,2018-06-30,ENTEL
Otras reservas,-106691.54,2018-06-30,ENTEL
Patrimonio atribuible a los propietarios de la controladora,1326136.448,2018-06-30,ENTEL
Participaciones no controladoras,0.0,2018-06-30,ENTEL
Patrimonio total,1326136.448,2018-06-30,ENTEL
Total de patrimonio y pasivos,3665740.032,2018-06-30,ENTEL
Efectivo y equivalentes al efectivo,9116.118,2018-09-30,ENTEL
Otros activos financieros corrientes,9713.472,2018-09-30,ENTEL
Otros activos no financieros corrientes,101693.586,2018-09-30,ENTEL
Deudores comerciales y otras cuentas por cobrar corrientes,432868.105,2018-09-30,ENTEL
"Cuentas por cobrar a entidades relacionadas, corrientes",305.618,2018-09-30,ENTEL
Inventarios corrientes,97852.007,2018-09-30,ENTEL
Activos biológicos corrientes,0.0,2018-09-30,ENTEL
"Activos por impuestos corrientes, corrientes",79411.616,2018-09-30,ENTEL
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,730960.522,2018-09-30,ENTEL
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2018-09-30,ENTEL
Activos corrientes totales,730960.522,2018-09-30,ENTEL
Otros activos financieros no corrientes,41663.127,2018-09-30,ENTEL
Otros activos no financieros no corrientes,16568.151,2018-09-30,ENTEL
Cuentas por cobrar no corrientes,14173.406,2018-09-30,ENTEL
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2018-09-30,ENTEL
"Inventarios, no corrientes",0.0,2018-09-30,ENTEL
Inversiones contabilizadas utilizando el método de la participación,0.0,2018-09-30,ENTEL
Activos intangibles distintos de la plusvalía,308749.941,2018-09-30,ENTEL
Plusvalía,47176.526,2018-09-30,ENTEL
"Propiedades, planta y equipo",1981661.195,2018-09-30,ENTEL
Activos biológicos no corrientes,0.0,2018-09-30,ENTEL
Propiedad de inversión,0.0,2018-09-30,ENTEL
"Activos por impuestos corrientes, no corrientes",130085.904,2018-09-30,ENTEL
Activos por impuestos diferidos,446781.097,2018-09-30,ENTEL
Total de activos no corrientes,2986859.347,2018-09-30,ENTEL
Total de activos,3717819.869,2018-09-30,ENTEL
Otros pasivos financieros corrientes,24628.08,2018-09-30,ENTEL
Cuentas por pagar comerciales y otras cuentas por pagar,516462.21,2018-09-30,ENTEL
"Cuentas por pagar a entidades relacionadas, corrientes",162.198,2018-09-30,ENTEL
Otras provisiones a corto plazo,7432.797,2018-09-30,ENTEL
"Pasivos por impuestos corrientes, corrientes",5883.925,2018-09-30,ENTEL
Provisiones corrientes por beneficios a los empleados,0.0,2018-09-30,ENTEL
Otros pasivos no financieros corrientes,31902.889,2018-09-30,ENTEL
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,586472.099,2018-09-30,ENTEL
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2018-09-30,ENTEL
Pasivos corrientes totales,586472.099,2018-09-30,ENTEL
Otros pasivos financieros no corrientes,1697758.279,2018-09-30,ENTEL
Cuentas por pagar no corrientes,0.0,2018-09-30,ENTEL
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2018-09-30,ENTEL
Otras provisiones a largo plazo,41102.314,2018-09-30,ENTEL
Pasivo por impuestos diferidos,61533.399,2018-09-30,ENTEL
"Pasivos por impuestos corrientes, no corrientes",0.0,2018-09-30,ENTEL
Provisiones no corrientes por beneficios a los empleados,8758.889,2018-09-30,ENTEL
Otros pasivos no financieros no corrientes,4287.281,2018-09-30,ENTEL
Total de pasivos no corrientes,1813440.162,2018-09-30,ENTEL
Total de pasivos,2399912.261,2018-09-30,ENTEL
Capital emitido,874846.615,2018-09-30,ENTEL
Ganancias (pérdidas) acumuladas,552713.704,2018-09-30,ENTEL
Prima de emisión,0.0,2018-09-30,ENTEL
Acciones propias en cartera,0.0,2018-09-30,ENTEL
Otras participaciones en el patrimonio,0.0,2018-09-30,ENTEL
Otras reservas,-109652.711,2018-09-30,ENTEL
Patrimonio atribuible a los propietarios de la controladora,1317907.608,2018-09-30,ENTEL
Participaciones no controladoras,0.0,2018-09-30,ENTEL
Patrimonio total,1317907.608,2018-09-30,ENTEL
Total de patrimonio y pasivos,3717819.869,2018-09-30,ENTEL
Efectivo y equivalentes al efectivo,72748.25,2018-12-31,ENTEL
Otros activos financieros corrientes,17161.83,2018-12-31,ENTEL
Otros activos no financieros corrientes,108926.269,2018-12-31,ENTEL
Deudores comerciales y otras cuentas por cobrar corrientes,438739.769,2018-12-31,ENTEL
"Cuentas por cobrar a entidades relacionadas, corrientes",389.434,2018-12-31,ENTEL
Inventarios corrientes,120229.703,2018-12-31,ENTEL
Activos biológicos corrientes,0.0,2018-12-31,ENTEL
"Activos por impuestos corrientes, corrientes",52400.857,2018-12-31,ENTEL
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,810596.112,2018-12-31,ENTEL
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2018-12-31,ENTEL
Activos corrientes totales,810596.112,2018-12-31,ENTEL
Otros activos financieros no corrientes,87538.958,2018-12-31,ENTEL
Otros activos no financieros no corrientes,159626.594,2018-12-31,ENTEL
Cuentas por cobrar no corrientes,11966.529,2018-12-31,ENTEL
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2018-12-31,ENTEL
"Inventarios, no corrientes",0.0,2018-12-31,ENTEL
Inversiones contabilizadas utilizando el método de la participación,0.0,2018-12-31,ENTEL
Activos intangibles distintos de la plusvalía,314966.856,2018-12-31,ENTEL
Plusvalía,47215.753,2018-12-31,ENTEL
"Propiedades, planta y equipo",2035133.173,2018-12-31,ENTEL
Activos biológicos no corrientes,0.0,2018-12-31,ENTEL
Propiedad de inversión,0.0,2018-12-31,ENTEL
"Activos por impuestos corrientes, no corrientes",2366.841,2018-12-31,ENTEL
Activos por impuestos diferidos,494804.455,2018-12-31,ENTEL
Total de activos no corrientes,3153619.159,2018-12-31,ENTEL
Total de activos,3964215.271,2018-12-31,ENTEL
Otros pasivos financieros corrientes,20617.883,2018-12-31,ENTEL
Cuentas por pagar comerciales y otras cuentas por pagar,553734.579,2018-12-31,ENTEL
"Cuentas por pagar a entidades relacionadas, corrientes",298.309,2018-12-31,ENTEL
Otras provisiones a corto plazo,8446.048,2018-12-31,ENTEL
"Pasivos por impuestos corrientes, corrientes",43407.612,2018-12-31,ENTEL
Provisiones corrientes por beneficios a los empleados,0.0,2018-12-31,ENTEL
Otros pasivos no financieros corrientes,32238.501,2018-12-31,ENTEL
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,658742.932,2018-12-31,ENTEL
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2018-12-31,ENTEL
Pasivos corrientes totales,658742.932,2018-12-31,ENTEL
Otros pasivos financieros no corrientes,1794895.669,2018-12-31,ENTEL
Cuentas por pagar no corrientes,0.0,2018-12-31,ENTEL
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2018-12-31,ENTEL
Otras provisiones a largo plazo,44054.481,2018-12-31,ENTEL
Pasivo por impuestos diferidos,82345.876,2018-12-31,ENTEL
"Pasivos por impuestos corrientes, no corrientes",0.0,2018-12-31,ENTEL
Provisiones no corrientes por beneficios a los empleados,13189.192,2018-12-31,ENTEL
Otros pasivos no financieros no corrientes,4565.159,2018-12-31,ENTEL
Total de pasivos no corrientes,1939050.377,2018-12-31,ENTEL
Total de pasivos,2597793.309,2018-12-31,ENTEL
Capital emitido,874846.615,2018-12-31,ENTEL
Ganancias (pérdidas) acumuladas,557981.776,2018-12-31,ENTEL
Prima de emisión,0.0,2018-12-31,ENTEL
Acciones propias en cartera,0.0,2018-12-31,ENTEL
Otras participaciones en el patrimonio,0.0,2018-12-31,ENTEL
Otras reservas,-66406.429,2018-12-31,ENTEL
Patrimonio atribuible a los propietarios de la controladora,1366421.962,2018-12-31,ENTEL
Participaciones no controladoras,0.0,2018-12-31,ENTEL
Patrimonio total,1366421.962,2018-12-31,ENTEL
Total de patrimonio y pasivos,3964215.271,2018-12-31,ENTEL
Efectivo y equivalentes al efectivo,34322.867,2019-03-31,ENTEL
Otros activos financieros corrientes,11686.201,2019-03-31,ENTEL
Otros activos no financieros corrientes,96564.912,2019-03-31,ENTEL
Deudores comerciales y otras cuentas por cobrar corrientes,420776.148,2019-03-31,ENTEL
"Cuentas por cobrar a entidades relacionadas, corrientes",563.881,2019-03-31,ENTEL
Inventarios corrientes,113361.158,2019-03-31,ENTEL
Activos biológicos corrientes,0.0,2019-03-31,ENTEL
"Activos por impuestos corrientes, corrientes",51625.435,2019-03-31,ENTEL
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,728900.602,2019-03-31,ENTEL
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2019-03-31,ENTEL
Activos corrientes totales,728900.602,2019-03-31,ENTEL
Otros activos financieros no corrientes,71034.869,2019-03-31,ENTEL
Otros activos no financieros no corrientes,156570.18,2019-03-31,ENTEL
Cuentas por cobrar no corrientes,10081.204,2019-03-31,ENTEL
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2019-03-31,ENTEL
"Inventarios, no corrientes",0.0,2019-03-31,ENTEL
Inversiones contabilizadas utilizando el método de la participación,0.0,2019-03-31,ENTEL
Activos intangibles distintos de la plusvalía,309868.737,2019-03-31,ENTEL
Plusvalía,47203.722,2019-03-31,ENTEL
"Propiedades, planta y equipo",2414516.972,2019-03-31,ENTEL
Activos biológicos no corrientes,0.0,2019-03-31,ENTEL
Propiedad de inversión,0.0,2019-03-31,ENTEL
"Activos por impuestos corrientes, no corrientes",1025.677,2019-03-31,ENTEL
Activos por impuestos diferidos,582143.002,2019-03-31,ENTEL
Total de activos no corrientes,3592444.363,2019-03-31,ENTEL
Total de activos,4321344.965,2019-03-31,ENTEL
Otros pasivos financieros corrientes,24136.226,2019-03-31,ENTEL
Cuentas por pagar comerciales y otras cuentas por pagar,532931.361,2019-03-31,ENTEL
"Cuentas por pagar a entidades relacionadas, corrientes",391.703,2019-03-31,ENTEL
Otras provisiones a corto plazo,8441.984,2019-03-31,ENTEL
"Pasivos por impuestos corrientes, corrientes",45329.547,2019-03-31,ENTEL
Provisiones corrientes por beneficios a los empleados,0.0,2019-03-31,ENTEL
Otros pasivos no financieros corrientes,30706.997,2019-03-31,ENTEL
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,641937.818,2019-03-31,ENTEL
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2019-03-31,ENTEL
Pasivos corrientes totales,641937.818,2019-03-31,ENTEL
Otros pasivos financieros no corrientes,1765197.29,2019-03-31,ENTEL
Cuentas por pagar no corrientes,300256.319,2019-03-31,ENTEL
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2019-03-31,ENTEL
Otras provisiones a largo plazo,42246.619,2019-03-31,ENTEL
Pasivo por impuestos diferidos,177735.832,2019-03-31,ENTEL
"Pasivos por impuestos corrientes, no corrientes",0.0,2019-03-31,ENTEL
Provisiones no corrientes por beneficios a los empleados,13288.363,2019-03-31,ENTEL
Otros pasivos no financieros no corrientes,4741.326,2019-03-31,ENTEL
Total de pasivos no corrientes,2303465.749,2019-03-31,ENTEL
Total de pasivos,2945403.567,2019-03-31,ENTEL
Capital emitido y pagado,874846.615,2019-03-31,ENTEL
Ganancias (pérdidas) acumuladas,568119.655,2019-03-31,ENTEL
Prima de emisión,0.0,2019-03-31,ENTEL
Acciones propias en cartera,0.0,2019-03-31,ENTEL
Otras participaciones en el patrimonio,0.0,2019-03-31,ENTEL
Otras reservas,-67024.872,2019-03-31,ENTEL
Patrimonio atribuible a los propietarios de la controladora,1375941.398,2019-03-31,ENTEL
Participaciones no controladoras,0.0,2019-03-31,ENTEL
Patrimonio total,1375941.398,2019-03-31,ENTEL
Total de patrimonio y pasivos,4321344.965,2019-03-31,ENTEL
Efectivo y equivalentes al efectivo,25875.342,2019-06-30,ENTEL
Otros activos financieros corrientes,9321.125,2019-06-30,ENTEL
Otros activos no financieros corrientes,90915.149,2019-06-30,ENTEL
Deudores comerciales y otras cuentas por cobrar corrientes,425442.658,2019-06-30,ENTEL
